type,category,subcategory,priority,message
disaster,evacuation,voluntary,5,Help help. should we evacuate. planning to leave. plz send responders quick.
disaster,missing_person,adult,2,sum1 help. adult missing. missing person. Please acknowledge this message and dispatch assistance.
disaster,evacuation,mandatory,1,Can someone assist us. told to evacuate immediately. send emergency services.
disaster,trapped,in_building,1,911 situation here. We are trapped inside and every exit is blocked. ETA pls.
disaster,utility,gas_leak,1,poss nat gas lkg. need emergncy crew now.
disaster,evacuation,mandatory,1,hlp pls. must evac imediately. ETA pls.
disaster,utility,water_outage,2,emergency situation. pipes dry. water system down. need help rn.
disaster,flooding,house_flooding,2,urgent msg. watter coming thru house. need svc rn.
disaster,evacuation,mandatory,1,emergncy need help. A mandatory evacuation is now in effect. must evacuate now. pls dispatch FD.
disaster,structure_damage,moderate,2,Can someone assist us. Part of the structure has failed but it is still standing. walls crackng badly. Requesting immediate response.
disaster,utility,power_outage,4,emergency situation. electrical grid down. Please respond.
disaster,evacuation,mandatory,1,urgent msg. ordered to leave area. told evacuate now. over n out.
disaster,utility,power_outage,4,anybody there. powr has ben out for hrs. Send emergency services.
disaster,flooding,flash_flood,1,need emerg svc. flsh fld here rn. rapid flooding. pls respond.
disaster,medical,unconscious,2,omg help. lost conciousness. Please send help immediately.
disaster,fire,structural_fire,2,help needed asap. house burning down. Need help now.
disaster,structure_damage,light,4,Anyone there. minor damage to building. need help rn.
disaster,medical,illness,2,This is an emergency. allergic shock or smth. severe allergic reaction. need emergncy crew now.
disaster,fire,structural_fire,2,need help now. appartment on fire. Please send help immediately.
disaster,evacuation,mandatory,1,hlp pls. forced to evacuate. must evacuate asap. Need help now.
disaster,structure_damage,moderate,2,urgent help needed. significant building damage. structure compromized. Emergency crews are needed at this location.
disaster,infrastructure_damage,road,5,sum1 help. street destroyed. need help rn.
disaster,flooding,flash_flood,1,pls help. A fast-moving flash flood is entering the area. send aid 2 loc.
disaster,structure_damage,light,4,SOS pls rspnd. roof dmg minor. smal cracks in bulding. waiting for help.
disaster,supply_request,clothing,4,help us. need warm clothing. ETA pls.
disaster,utility,power_outage,4,urgent situation pls help. pwr outage whole area. respond asap.
disaster,fire,wildfire,1,Can someone assist us. wild fire approaching. Send emergency services.
disaster,trapped,in_building,1,emergncy need help. cant get out all exits blokd. Requesting immediate response.
disaster,utility,gas_leak,1,SOS pls rspnd. gas leak here. Please acknowledge this message and dispatch assistance.
disaster,flooding,street_flooding,3,need emerg svc. st fldg bad. send help quick.
disaster,missing_person,child,1,need assistance rn. lost chld near evac ctr. kid missing. Waiting for assistance.
disaster,infrastructure_damage,utility,2,urgent msg. utility poles down. waiting for help.
disaster,medical,injury,1,emergency situation. sports injury. send help imediately.
disaster,structure_damage,moderate,2,help us. signficant bulding damge. walls crackng badly. Requesting immediate response.
disaster,infrastructure_damage,utility,2,anybody there. utility poles fallen. lines down everywhere. Send someone quickly.
disaster,evacuation,voluntary,5,urgent help needed. thinking bout evacuating. Send someone quickly.
disaster,utility,power_outage,4,mayday. lost power help. no elec rn. hurry pls.
disaster,supply_request,other,,This is an emergency. The shelter needs basic hygiene and emergency supplies. need basic necessities. send aid 2 loc.
disaster,trapped,in_vehicle,2,Please respond as soon as possible. stuck in the truck. ETA pls.
disaster,trapped,in_building,1,911 situation here. stuck insd need rescue. can't get out of the house. need emergncy crew now.
disaster,missing_person,elderly,1,SOS pls rspnd. elderly person lost. elderly person missing. Please send help immediately.
disaster,utility,gas_leak,1,SOS. poss nat gas lkg. need immediate response.
disaster,fire,structural_fire,2,Anyone there. bldg fire send fd. building is on fire. over n out.
disaster,supply_request,water,2,help us. req potable wtr. respond asap.
disaster,trapped,in_vehicle,2,SOS pls rspnd. stuck in car need extrctn. traped in vehical. Please respond.
disaster,medical,light_bleeding,3,need emerg svc. minor bleeding. send help imediately.
disaster,evacuation,voluntary,5,plz help us asap. considring evacution. rspnd 2 this msg.
disaster,evacuation,voluntary,5,emergency help. preparing to evacuate help. considring evacution. Please send help immediately.
disaster,supply_request,water,2,mayday. There is no potable water available at the shelter. Send someone quickly.
disaster,flooding,house_flooding,2,Anyone there. water coming through the doors. hurry pls.
disaster,trapped,in_vehicle,2,emergency situation. stuck in the truck. hurry pls.
disaster,fire,wildfire,1,Anyone there. wildfire spreding toward us. flames spreading across the hillside. send someone quick.
disaster,evacuation,mandatory,1,emergency situation. must evacuate now. pls respond.
disaster,flooding,house_flooding,2,Please respond as soon as possible. house filling with water. home fldg need help. Send emergency services.
disaster,trapped,under_debris,1,urgent. We are trapped under rubble and cannot move free. req rescue asap.
disaster,flooding,street_flooding,3,help us. street covered in water. send help quick.
disaster,fire,vehicle_fire,3,help. vehicle on fire. send aid 2 loc.
disaster,trapped,under_debris,1,urgent msg. stuck under debris. Waiting for assistance.
disaster,flooding,flash_flood,1,SOS pls rspnd. flash flood coming. flsh fld here rn. send help quick.
disaster,missing_person,adult,2,Mayday mayday. cant find fam mbr. person disappeared idk where. send help quick.
disaster,medical,light_bleeding,3,SOS. minor blding from hand. cut needs stitches. Please respond.
disaster,structure_damage,severe,1,Need urgent assistance. A building suffered a complete structural failure. need immediate response.
disaster,structure_damage,severe,1,emergency situation. building collapse. send someone quick.
disaster,supply_request,clothing,4,Help help. We need blankets and weather-appropriate clothes. no warm clothes. Over and out.
disaster,trapped,in_vehicle,2,urgent. We are stuck inside a vehicle after the disaster. can't get out of vehicle. Need help now.
disaster,flooding,flash_flood,1,Emergency. flash flood coming. ff warning wtr rising. Please respond.
disaster,flooding,street_flooding,3,theres emergency. water on all the roads. cant get out flooded roads. send aid 2 loc.
disaster,supply_request,other,,We need help. need emergency supplies. need suplies. over n out.
disaster,supply_request,clothing,4,We require emergency assistance. need dry clths asap. clothes wer destroyd. send help quick.
disaster,utility,power_outage,4,no electric for hrs. waiting for help.
disaster,evacuation,voluntary,5,urgent msg. thinking bout evacuating. vol evac advised. pls dispatch FD.
disaster,trapped,in_building,1,nd help rn. can't get out of the house. We are trapped inside and every exit is blocked. We are waiting in a safe place for responders.
disaster,infrastructure_damage,other,4,emergency help. towers down. Emergency crews are needed at this location.
disaster,structure_damage,moderate,2,911 situation here. signficant bulding damge. Requesting immediate response.
disaster,trapped,in_building,1,help needed asap. trapped in building. cant get out. Send emergency services.
disaster,structure_damage,moderate,2,urgent msg. mod struct dmg. walls cracking bad. respond asap.
disaster,structure_damage,moderate,2,Help help. walls crackng badly. send emergency services.
disaster,utility,water_outage,2,sum1 help. h2o svc out. need help rn.
disaster,utility,gas_leak,1,theres emergency. strong gas odor. gas leak here. rspnd 2 this msg.
disaster,trapped,under_debris,1,Urgent situation here. under wreckage. We are waiting in a safe place for responders.
disaster,supply_request,clothing,4,plz help us asap. no warm clothes. We need blankets and weather-appropriate clothes. Send emergency services.
disaster,medical,injury,1,Mayday mayday. suffered an injury. Send emergency services.
disaster,evacuation,mandatory,1,help. ordered to leave area. ETA pls.
disaster,structure_damage,severe,1,urgent msg. total structural failure. Send emergency services.
disaster,fire,vehicle_fire,3,Please respond as soon as possible. A vehicle is burning at the side of the road. car in flames on road. Need help now.
disaster,flooding,house_flooding,2,need help now. hse filling w wtr. send help quick.
disaster,fire,structural_fire,2,need assistance rn. smoke from roof. need help rn.
disaster,trapped,in_vehicle,2,SOS. car door jamd cant exit. rspnd 2 this msg.
disaster,supply_request,other,,help us. need help with resources. plz send responders quick.
disaster,missing_person,elderly,1,Help help. old man/woman missing. Please respond.
disaster,structure_damage,moderate,2,emergency help. structure compromised. partial bldg collapse. Emergency crews are needed at this location.
disaster,flooding,street_flooding,3,help needed asap. can't get out due to flooded roads. pls send help asap.
disaster,utility,power_outage,4,omg help. electricity out. send help quick.
disaster,medical,heavy_bleeding,1,urgent help needed. loosing blood. sevre blding wont stop. pls send help asap.
disaster,fire,vehicle_fire,3,help. car eng fire rn. Send emergency services.
disaster,supply_request,clothing,4,plz help us asap. need dry clths asap. need clothes. Emergency crews are needed at this location.
disaster,trapped,in_vehicle,2,hlp pls. The doors are jammed and we cannot exit the vehicle. stuck in the truck. pls send help asap.
disaster,infrastructure_damage,road,5,Urgent situation here. road collapse. send help quick.
disaster,missing_person,adult,2,Urgent situation here. adult hasnt returnd. cant find family member. Over and out.
disaster,medical,heavy_bleeding,1,need emerg svc. bleding bad. send aid 2 loc.
disaster,medical,injury,1,pls help. arm broke or smth. need svc rn.
disaster,missing_person,adult,2,SOS. adult gone. person disappeared idk where. ETA pls.
disaster,utility,gas_leak,1,urgent help needed. gas leak detected. req rescue asap.
disaster,fire,structural_fire,2,omg help. house on fire help. smoke from roof. respond asap.
disaster,structure_damage,light,4,Can someone assist us. building damage minor. roof partially damaged. send aid 2 loc.
disaster,utility,gas_leak,1,Anyone there. strong gas smell. need emergncy crew now.
disaster,supply_request,water,2,need assistance rn. drinkng water ran out. need H2O asap. Please send help immediately.
disaster,missing_person,child,1,This is an emergency. child missing help. Please respond.
disaster,medical,light_bleeding,3,Emergency. bleeding has slowed. Emergency crews are needed at this location.
disaster,fire,wildfire,1,Can someone assist us. flames spreading fast on hill. fire out of control. need svc rn.
disaster,evacuation,voluntary,5,planning 2 leave. planning to leave. need help rn.
disaster,trapped,in_building,1,pls help. trapped inside building. trapped help. Requesting immediate response.
disaster,infrastructure_damage,bridge,3,SOS. bridge gone. bridge collapsed. Please acknowledge this message and dispatch assistance.
disaster,structure_damage,severe,1,This is an emergency. building collapsed help. send help imediately.
disaster,trapped,in_vehicle,2,emergency situation. stuck in car need extrctn. respond asap.
disaster,missing_person,child,1,urgent help needed. minor missing. Our child is missing after we evacuated the area. send help imediately.
disaster,missing_person,child,1,Please help. lost chld near evac ctr. Our child is missing after we evacuated the area. need immediate response.
disaster,infrastructure_damage,other,4,Please help. towers down. A public facility was severely damaged by the disaster. plz send responders quick.
disaster,structure_damage,light,4,We require emergency assistance. minor structual damge. send help imediately.
disaster,supply_request,clothing,4,help. need warm cloths badly. Requesting immediate response.
disaster,medical,light_bleeding,3,hlp pls. sm cut bleedin a bit. bleeding from minor wound. help needed now.
disaster,fire,wildfire,1,help needed asap. fire spreading real fast. need help rn.
disaster,medical,heavy_bleeding,1,Emergency. injury bleeding alot. plz send responders quick.
disaster,flooding,flash_flood,1,need help now. flood water rising fast. sudden flood waters rising. pls respond.
disaster,flooding,street_flooding,3,Need urgent assistance. roads flooded. rds flooded no exit. pls dispatch FD.
disaster,infrastructure_damage,road,5,need assistance rn. street destroyed. send help imediately.
disaster,flooding,flash_flood,1,omg help. rapid flooding in the area. sudden flood waters rising. Send someone quickly.
disaster,flooding,flash_flood,1,Anyone there. flash flood coming. send emergency services.
disaster,medical,illness,2,SOS pls rspnd. asthma attack cant breathe. Please send help immediately.
disaster,infrastructure_damage,bridge,3,theres emergency. bridge damaged unstable. bridge collapsed. send help imediately.
disaster,flooding,house_flooding,2,SOS. basment is floded. water thru doors. rspnd 2 this msg.
disaster,fire,vehicle_fire,3,We require emergency assistance. A vehicle is burning at the side of the road. send help imediately.
disaster,medical,injury,1,need help now. acc injry need amb asap. fell and got injured. send someone quick.
disaster,supply_request,other,,help. The shelter needs basic hygiene and emergency supplies. need basic necessities. pls dispatch FD.
disaster,structure_damage,light,4,help. light structural damage. We are waiting in a safe place for responders.
disaster,utility,gas_leak,1,SOS pls rspnd. smells like gas bad. Waiting for assistance.
disaster,supply_request,water,2,Requesting immediate help. need water. Need help now.
disaster,medical,light_bleeding,3,hlp pls. minor blding from hand. cut needs stitches. help needed now.
disaster,flooding,flash_flood,1,SOS. flood water rising fast. Floodwater rose suddenly and is moving toward us. pls respond.
disaster,utility,gas_leak,1,sum1 help. gas ln leak. Please acknowledge this message and dispatch assistance.
disaster,structure_damage,light,4,Anyone there. cracks in walls. minor structual damge. Send someone quickly.
disaster,supply_request,clothing,4,need blankets and clothes. send someone quick.
disaster,missing_person,adult,2,hlp pls. someone hasnt come back. missing person. need help rn.
disaster,fire,vehicle_fire,3,This is an emergency. vehicle burning. Requesting immediate response.
disaster,trapped,in_vehicle,2,help needed asap. trapped in car. Please respond.
disaster,utility,gas_leak,1,sum1 help. smell gas everywhere. gas line broke. rspnd 2 this msg.
disaster,supply_request,water,2,SOS pls rspnd. out of water. need clean watter. send aid 2 loc.
disaster,structure_damage,severe,1,theres emergency. building fell. pls send help asap.
disaster,evacuation,mandatory,1,urgent msg. must evacuate asap. pls dispatch FD.
disaster,supply_request,clothing,4,Emergency. clothing destroyed. pls respond.
disaster,evacuation,mandatory,1,urgent situation pls help. manditory evacution order. pls dispatch FD.
disaster,trapped,in_building,1,Can someone assist us. trapped in the structure. Please send help immediately.
disaster,trapped,in_building,1,Anyone there. Debris is preventing us from leaving the building. need help rn.
disaster,medical,light_bleeding,3,Mayday mayday. superficial bleeding. need emergncy crew now.
disaster,medical,heavy_bleeding,1,SOS pls rspnd. pt losing lotsa blood. Please acknowledge this message and dispatch assistance.
disaster,utility,water_outage,2,SOS pls rspnd. The local water supply has completely stopped. send aid 2 loc.
disaster,flooding,street_flooding,3,urgent help needed. All nearby roads are submerged and impassable. Waiting for assistance.
disaster,supply_request,clothing,4,emergncy need help. no warm clothes. send someone quick.
disaster,evacuation,mandatory,1,Help help. A mandatory evacuation is now in effect. evacuation order issued. pls dispatch FD.
disaster,infrastructure_damage,other,4,emergncy need help. A public facility was severely damaged by the disaster. rspnd 2 this msg.
disaster,medical,unconscious,2,urgent help needed. lost consciousness. knocked unconscious. waiting for help.
disaster,flooding,street_flooding,3,This is an emergency. Flooding has blocked the only road out. Please respond.
disaster,utility,water_outage,2,help us. water system down. plz send responders quick.
disaster,missing_person,adult,2,pls help. adult gone. Please send help immediately.
disaster,structure_damage,moderate,2,Please respond as soon as possible. moderate damage. over n out.
disaster,utility,power_outage,4,hlp pls. no electricity for hours. send someone quick.
disaster,infrastructure_damage,bridge,3,plz help us asap. brige is damged. Over and out.
disaster,trapped,under_debris,1,help needed asap. traped under ruble. hurry pls.
disaster,medical,unconscious,2,Help help. pt uncon n not rspnding. totally unresponsive. pls dispatch FD.
disaster,trapped,in_building,1,Please respond as soon as possible. trapped in the structure. We are trapped inside and every exit is blocked. help needed now.
disaster,trapped,under_debris,1,urgent help needed. under dbri need rescue. respond asap.
disaster,structure_damage,severe,1,help us. A building suffered a complete structural failure. need immediate response.
disaster,flooding,street_flooding,3,pls help. streets underwater. send someone quick.
disaster,trapped,under_debris,1,Help help. trapped beneath the wreckage. Someone is pinned beneath collapsed building debris. send someone quick.
disaster,fire,structural_fire,2,Urgent situation here. house on fire help. send help quick.
disaster,structure_damage,severe,1,mayday. building fell. structer totaly destroyd. ETA pls.
disaster,evacuation,mandatory,1,omg help. mand evac now. send someone quick.
disaster,supply_request,food,3,need emerg svc. need food and water. no food. Need help now.
disaster,evacuation,mandatory,1,emergency help. must evacuate asap. Need help now.
disaster,trapped,under_debris,1,This is an emergency. traped under ruble. hurry pls.
disaster,utility,gas_leak,1,sum1 help. gas ln leak. strong gas odor. send help quick.
disaster,utility,water_outage,2,urgent msg. no running h2o. no runing watter. plz send responders quick.
disaster,missing_person,child,1,Mayday mayday. can't find my child. minor gone missing. send help quick.
disaster,infrastructure_damage,road,5,mayday. road collapse. pls send help asap.
disaster,medical,injury,1,nd help rn. suffered an injury. send help imediately.
disaster,medical,heavy_bleeding,1,Requesting immediate help. lost alot of blood. send help imediately.
disaster,supply_request,food,3,emergncy need help. running outta food. need food. send emergency services.
disaster,trapped,under_debris,1,pls help. can't get out from under debris. pls send help asap.
disaster,structure_damage,light,4,Anyone there. smal cracks in bulding. req rescue asap.
disaster,medical,unconscious,2,theres emergency. unconcious not breathing. waiting for help.
disaster,structure_damage,severe,1,help needed asap. building collapse. structer totaly destroyd. send emergency services.
disaster,infrastructure_damage,utility,2,need help now. watr main is brokn. need immediate response.
disaster,evacuation,voluntary,5,Please respond as soon as possible. Authorities recommend that residents consider leaving early. help needed now.
disaster,fire,wildfire,1,sum1 help. wildfire outta control. big wildfire spreading fast. Over and out.
disaster,trapped,under_debris,1,pls help. under wreckage. Waiting for assistance.
disaster,supply_request,water,2,SOS. out of drinking water. no drinking water. hurry pls.
disaster,fire,wildfire,1,Mayday mayday. big wildfire spreading fast. send help imediately.
disaster,fire,vehicle_fire,3,omg help. vehicle burning. Please send help immediately.
disaster,trapped,under_debris,1,need assistance rn. trpd under wreckage. req rescue asap.
disaster,evacuation,voluntary,5,urgent help needed. planning to leave. should we evacuate. send someone quick.
disaster,infrastructure_damage,other,4,nd help rn. infrastructure damaged. Waiting for assistance.
disaster,trapped,under_debris,1,urgent msg. cant get out under rubble. Send someone quickly.
disaster,utility,water_outage,2,theres emergency. no running h2o. pls send help asap.
disaster,utility,power_outage,4,Can someone assist us. electrical grid down. electrcity is completly out. send help imediately.
disaster,medical,light_bleeding,3,help needed asap. sm cut bleedin a bit. Please respond.
disaster,medical,light_bleeding,3,bleeding controlled but needs attention. plz send responders quick.
disaster,structure_damage,moderate,2,need emerg svc. walls cracking bad. rspnd 2 this msg.
disaster,trapped,in_vehicle,2,sum1 help. cant get out vehicle. trpd in veh. hurry pls.
disaster,structure_damage,severe,1,help us. sev struct dmg bldg down. collapse debris is spread throughout the property. Waiting for assistance.
disaster,flooding,flash_flood,1,need assistance rn. flash flod comin fast. watr risin rapidly. send emergency services.
disaster,fire,wildfire,1,SOS. big wildfire spreading fast. Send someone quickly.
disaster,fire,vehicle_fire,3,need assistance rn. vehicle burning. vehicle burning bad. Please send help immediately.
disaster,missing_person,elderly,1,help us. senior missing help. elderly person missing. respond asap.
disaster,supply_request,food,3,help us. running out of food. send emergency services.
disaster,utility,gas_leak,1,911 situation here. gas odor strong. Send emergency services.
disaster,trapped,under_debris,1,need assistance rn. trapped under debris. send emergency services.
disaster,utility,power_outage,4,need assistance rn. blackout. power out. Need help now.
disaster,structure_damage,light,4,urgent. smal cracks in bulding. minor damage building. send help quick.
disaster,flooding,house_flooding,2,We require emergency assistance. home flooding. send help quick.
disaster,medical,injury,1,emergency help. dude fell n hurt bad. head injry bad. Over and out.
disaster,trapped,in_vehicle,2,plz help us asap. trpd in veh. ETA pls.
disaster,flooding,flash_flood,1,911 situation here. A fast-moving flash flood is entering the area. send help quick.
disaster,trapped,in_vehicle,2,urgent help needed. stuck in car need extrctn. pls dispatch FD.
disaster,trapped,in_building,1,emergency situation. stuck insd need rescue. send help imediately.
disaster,structure_damage,moderate,2,emergncy need help. walls cracking badly. pls send help asap.
disaster,flooding,street_flooding,3,theres emergency. All nearby roads are submerged and impassable. rds flooded no exit. respond asap.
disaster,supply_request,clothing,4,emergency situation. need blankets and clothes. Over and out.
disaster,flooding,street_flooding,3,Need urgent assistance. roads are flooded. over n out.
disaster,supply_request,water,2,Help help. There is no potable water available at the shelter. need immediate response.
disaster,infrastructure_damage,other,4,Urgent situation here. infrastructure damage. waiting for help.
disaster,fire,vehicle_fire,3,We require emergency assistance. vehicle on fire. help needed now.
disaster,fire,wildfire,1,urgent situation pls help. wildfire outta control. wildfire approaching our area. We are waiting in a safe place for responders.
disaster,utility,power_outage,4,need emerg svc. lost power. need help rn.
disaster,trapped,in_building,1,Need urgent assistance. stuck in the building. hurry pls.
disaster,medical,injury,1,Please help. accident victim injured. pls dispatch FD.
disaster,flooding,flash_flood,1,Please respond as soon as possible. flsh fld here rn. Please acknowledge this message and dispatch assistance.
disaster,utility,gas_leak,1,Need urgent assistance. smell gas everywhere. Please send help immediately.
disaster,flooding,street_flooding,3,omg help. cant get out flooded roads. road impassable water. send aid 2 loc.
disaster,utility,power_outage,4,help needed asap. no electric for hrs. plz send responders quick.
disaster,medical,injury,1,emergency help. pt fell n is injurd. injrd after fall pls hlp. Send someone quickly.
disaster,trapped,in_building,1,Can someone assist us. trapped help. traped insde bulding. Send someone quickly.
disaster,structure_damage,moderate,2,SOS. significant building damage. Part of the structure has failed but it is still standing. need svc rn.
disaster,evacuation,mandatory,1,must evacuate now. mand evac now. respond asap.
disaster,fire,vehicle_fire,3,Anyone there. vehicle in flames on the road. over n out.
disaster,flooding,street_flooding,3,Requesting immediate help. cant get out flooded roads. req rescue asap.
disaster,fire,wildfire,1,emergency situation. wild fire approaching. wildfire spreding toward us. send help imediately.
disaster,utility,water_outage,2,Emergency. The local water supply has completely stopped. help needed now.
disaster,fire,vehicle_fire,3,We require emergency assistance. engin is burnin. plz send responders quick.
disaster,trapped,in_vehicle,2,We require emergency assistance. trapped vehicle. Please respond.
disaster,flooding,flash_flood,1,nd help rn. watr risin rapidly. flash flood heading here. need svc rn.
disaster,trapped,in_vehicle,2,Can someone assist us. stuck in car need extrctn. stuck in the truck. need svc rn.
disaster,structure_damage,light,4,SOS pls rspnd. light structural damage. The building has minor cracks but remains standing. send aid 2 loc.
disaster,medical,heavy_bleeding,1,help needed asap. uncontrolled bleeding. over n out.
disaster,infrastructure_damage,other,4,pls help. communication towers down. Need help now.
disaster,infrastructure_damage,road,5,Please respond as soon as possible. road washed away. road impassable. plz send responders quick.
disaster,supply_request,other,,Please respond as soon as possible. need batt n hygn kits. over n out.
disaster,trapped,in_building,1,Emergency. trapped in the structure. send someone quick.
disaster,missing_person,elderly,1,We require emergency assistance. can't find elderly relative. waiting for help.
disaster,supply_request,clothing,4,omg help. need dry clths asap. req coats n blankets. Please respond.
disaster,trapped,in_vehicle,2,Help help. We are stuck inside a vehicle after the disaster. trapped vehicle. hurry pls.
disaster,supply_request,clothing,4,pls help. need warm clothing. no warm clothes. ETA pls.
disaster,utility,water_outage,2,emergncy need help. watr suply is down. req rescue asap.
disaster,structure_damage,light,4,help us. The building has minor cracks but remains standing. light damage. rspnd 2 this msg.
disaster,utility,gas_leak,1,This is an emergency. smells like gas bad. ETA pls.
disaster,trapped,in_vehicle,2,urgent situation pls help. trapped in car. send emergency services.
disaster,evacuation,voluntary,5,emergency situation. vol evac advised. prepairing to evac. req rescue asap.
disaster,utility,power_outage,4,urgent help needed. Electricity has been unavailable since the storm. no power. need emergncy crew now.
disaster,trapped,under_debris,1,Requesting immediate help. trapped under stuff help. req rescue asap.
disaster,flooding,flash_flood,1,Can someone assist us. flash flood heading here. flood coming quick. need svc rn.
disaster,flooding,flash_flood,1,emergency help. flash flood warning area. water coming in fast. We are waiting in a safe place for responders.
disaster,flooding,flash_flood,1,help needed asap. flood water rising fast. Send someone quickly.
disaster,flooding,house_flooding,2,emergncy need help. watter coming thru house. need immediate response.
disaster,medical,illness,2,help. diabetic emerg need medic. she sick bad. send someone quick.
disaster,structure_damage,light,4,emergncy need help. light damage. minor damage building. send help quick.
disaster,supply_request,water,2,help. need water. Please send help immediately.
disaster,medical,injury,1,nd help rn. person injered. over n out.
disaster,medical,unconscious,2,This is an emergency. laying unconcious. not breathing properly and unconscious. req rescue asap.
disaster,supply_request,other,,hlp pls. need emergency suplies. basic necesities needed. Over and out.
disaster,fire,structural_fire,2,We require emergency assistance. apt fire rn. Please acknowledge this message and dispatch assistance.
disaster,fire,wildfire,1,urgent msg. wildfire approaching our area. help needed now.
disaster,infrastructure_damage,other,4,This is an emergency. facility destroyed. infrastructure damaged. Waiting for assistance.
disaster,evacuation,voluntary,5,urgent msg. preparing to evacuate. help needed now.
disaster,missing_person,elderly,1,can't find elderly relative. plz send responders quick.
disaster,structure_damage,moderate,2,urgent help needed. moderate damage. Please acknowledge this message and dispatch assistance.
disaster,structure_damage,severe,1,sum1 help. building fell. send help imediately.
disaster,infrastructure_damage,other,4,urgent. comunication tower damged. Communication equipment across the area has failed. pls dispatch FD.
disaster,infrastructure_damage,road,5,Please respond as soon as possible. road impassable. hurry pls.
disaster,flooding,street_flooding,3,Help help. cant get out flooded roads. Over and out.
disaster,evacuation,voluntary,5,help. planning 2 leave. waiting for help.
